的	白勹丶
咯	口夂口
總	糸囪心
則	貝刀
水	水
張	弓長
改	巳攴
唉	口厶矢
三	三
見	見
連	辵車
車	車
放	方攴
全	入王
按	扌宀女
區	匚三口
萬	廾田厶九
機	木幺幺戈人
早	日十
拉	扌立
弄	王廾
本	木一
偶	人田厶九
頁	頁
進	辵隹
性	心生
第	竹弋弓
完	宀一兀
同	凡口
花	艸人屰
長	長
怕	心白
女	女
講	言魚魚
殺	乂屮殳
組	糸且
錯	金巛日
些	止匕二
住	人丶王
名	夕口
跑	足勹巳
次	二欠
網	糸网亡
睡	目𠂹土
裝	爿士衣
哦	口彐戈
挺	扌廴千土
王	王
圖	圍口十回
掉	扌卜日十
路	足夂口
正	圍止
外	夕卜
二	二
頭	豆頁
應	广人隹心
生	生
心	心
因	圍大
子	子
強	弓厶虫
類	米犬頁
作	人𠂊卜
送	辵䒑大
書	尹二日
每	𠂊母
法	水大凵
乖	千𠂊匕
拍	扌白
市	亠巾
撒	扌木月攴
至	至
接	扌辛女
美	羊大
表	衣毛
未	二木
辦	辛力辛
非	非
級	糸𠂊又
即	食卩
哎	口艸乂
此	止匕
差	𠂹𠂇工
版	爿厂又
併	人从二
副	畐刀
系	丿糸
收	丩攴
男	田力
俺	人大申
字	宀子
兩	一内内
股	月殳
轉	車東厶寸
便	人内攴
考	耂丂
塊	土鬼
線	糸白水
手	手
黃	廿尢
道	辵八頁
米	米
座	广从土
豬	豕耂
聊	耳卯
取	耳又
低	人氏一
難	廿尢火隹
哇	口土土
兒	臼𠂊
受	爪舟又
包	勹巳
阿	阜丂口
喝	口日勹亡
白	白
金	金
四	四
近	辵斤
管	竹宀㠯
定	宀圍止
傳	人東厶寸
門	門
樣	木羊巛人
夠	夕夕丩口
交	大乂
李	木子
笑	竹丿大
自	自
邊	辵自穴方
型	井刀土
黑	囪火火
慢	心冃目又
刷	尸巾刀
穿	穴牙
越	走戈乚
位	人立
貴	廾貝
部	丶不口邑
稱	禾爪魚
處	虎夂几
選	辵卩卩几
站	立卜口
牛	牛
怪	心又土
省	小丿目
倒	人至刀
談	言火火
曾	八囪甘
羣	尹口羊
經	糸一巛工
數	婁攴
據	扌虎豕
變	言糸糸攴
累	田糸
汗	水干
查	木日一
象	象
半	半
陳	阜東
紅	糸工
格	木夂口
五	二乂
幹	烏日丁干
樓	木婁
方	方
讀	言凵网貝
頂	丁頁
某	甘木
條	人丨攴木
亂	爪幺冂又乚
唔	口二乂口
馬	馬
遠	辵土口衤
單	口口甲一
海	水𠂊母
相	木目
熱	屮宀土丮火
光	火𠂊
咋	口𠂊卜
風	凡虫
且	且
林	木木
滿	水廿内内
額	宀夂口頁
化	人屰
班	王刀王
滴	水不冂口
掛	扌土土卜
關	門幺幺䒑
漲	水弓長
店	广卜口
安	宀女
坐	从土
約	糸勹丶
飛	乙冫非
劉	卯金刀
度	广廿又
種	禾千東土
俄	人彐戈
歌	丂口丂口欠
報	土半卩又
信	人言
若	艸𠂇口
原	厂白小
文	文
飯	食厂又
晚	日象𠂊
量	日一田土
村	木寸
式	弋工
空	穴工
山	山
賺	貝禾禾彐
毛	毛
重	千東土
主	丶王
另	冎
間	門日
裡	衤田土
貼	貝卜口
入	入
伐	人戈
血	丿皿
盤	舟殳皿
爽	大四乂
隊	阜八豕
楊	木日一勿
臺	之口冂至
往	行丶王
片	爿
國	圍戈口一
狗	犬丩口
歲	止戌㐄
費	弓二貝
壞	土衣目水
龍	龍
離	屮乂凵厶九隹
共	廿廾
西	西
佔	人卜口
周	用口
超	走刀口
明	日月
媽	女馬
均	土九二
期	其月
達	辵土羊
照	日刀口火
切	七刀
留	卯田
動	千東土力
特	牛之寸
氣	气米
係	人丿糸
神	示申
鳥	鳥
畫	尹二田一
夢	䒑目勹夕
教	乂乂子攴
哥	丂口丂口
甘	甘
蠻	言糸糸虫
魚	魚
值	人十目
鎮	金十目廾
么	丿厶
罵	网馬
陪	阜丶不口
既	食旡
哭	口口犬
力	力
建	廴尹二
洗	水之𠂊
懂	心艸千東土
雙	隹隹又
口	口
指	扌匕甘
東	東
球	王十⺍丶
仍	人㇕丿
活	水舌
跌	足手丶
練	糸木四
億	人言甘心
清	水生井
提	扌日圍止
除	阜亼木
通	辵龴用
酒	水酉
貓	豸艸田
餓	食彐戈
票	西示
六	宀
病	疒一内
咩	口羊
假	人厂二彐又
久	𠂊丶
段	厂三殳
平	干八
抓	扌爪
套	大長
課	言田木
急	𠂊彐心
藥	艸白幺幺木
城	土戌丨
任	人工一
草	艸日十
羅	网糸隹
理	王田土
令	亼卩
雨	雨
貨	人屰貝
唱	口日甘
左	𠂇工
藍	艸臣𠂊丶皿
縣	目木丿糸
常	八宀口巾
色	𠂊卩
搶	扌亼戶口
菜	艸爪木
喲	口糸勹丶
集	隹木
感	戌口心
房	戶方
較	車大乂
混	水日匕匕
敢	彑攴
火	火
臉	月亼口口从
操	扌三口木
南	南
退	辵食
件	人牛
吳	口乚大
破	石皮
聲	南厂殳耳
德	行十目一心
雪	雨彐
局	尸㇕口
雲	雨二厶
噢	口宀釆廾
整	木中攴圍止
傻	人囟八夂
華	艸𠂹
克	十口𠂊
呃	口厂卩
喊	口戌口
現	王見
跳	足𠂊⺍
養	羊食
補	衤甫
團	圍東厶寸
沈	水冂𠂊
反	厂又
樂	白幺幺木
篇	竹戶冊
待	行之寸
砸	石匚巾
深	水网木
煩	火頁
根	木艮
求	十⺍丶
投	扌殳
電	雨申
親	辛木見
惡	亞心
葉	艸廿乚木
款	凵示欠
知	矢口
八	八
配	酉巳
器	四口犬
何	人丂口
率	亠幺⺍十
調	言用口
鬼	鬼
修	人丨攴彡
試	言弋工
謝	言身寸
麪	木从夂一𠂊乚
僅	人廿尢土
層	尸八囪甘
面	頁圍
週	辵用口
北	𠂊匕
木	木
份	人八刀
記	言巳
趙	走小月
情	心生井
肉	月
需	雨而
七	七
論	言亼冊
流	水了巛
噶	口艸日勹亡
招	扌刀口
痛	疒龴用
列	歹刀
石	石
香	禾甘
封	土土寸
眼	目艮
易	日勿
冷	冫亼卩
借	人巛日
派	水巛卜
帥	㠯巾
付	人寸
十	十
廠	广八宀口攴
陽	阜日一勿
樹	木南豆寸
油	水由
胡	十口月
排	扌非
停	人京丁
合	亼口
軍	九車
身	身
奧	宀釆廾
章	辛日
科	禾斗
倆	人一内内
星	日生
牌	爿甲𠂇
權	木艸口口隹
翻	釆田羽
隨	阜辵𠂇工月
場	土日一勿
帖	巾卜口
商	辛内口
庫	广車
價	人西貝
物	牛勿
泡	水勹巳
寶	宀王午凵貝
玉	王丶
體	冎月曲豆
追	辵㠯
傷	人𠂊日一勿
背	𠂊匕月
腳	月入入口卩
丟	一大凵
劍	亼口口从刀
解	𠂊用刀牛
室	宀至
底	广氏一
業	业木
代	人弋
孫	子丿糸
朱	木十
亦	亦
須	彡頁
舊	䒑隹臼
乾	烏日丁乙
工	工
咱	口自
詞	言𠂆
刀	刀
喔	口尸至
波	水皮
證	言癶豆
鐵	金才戈口千土
推	扌隹
落	艸水夂口
節	竹食卩
春	艸一屮日
輕	車一巛工
笨	竹木一
九	九
輸	車亼舟巛
江	水工
短	矢豆
含	亼㇕口
千	千
炒	火小丿
藉	艸耒巛日
丫	八丨
徐	行亼木
騙	馬戶冊
秒	禾小丿
青	生井
耍	而女
夜	亦夕
許	言午
咁	口甘
吹	口欠
師	㠯一巾
板	木厂又
土	土
贏	龍貝丮
姐	女且
直	十目
公	公
苦	艸十口
秀	禾㇕丿
博	十甫寸
皮	皮
朝	屮日月
君	尹口
詩	言之寸
爛	火門木四
靜	生井爪尹
利	禾刀
素	𠂹糸
立	立
存	才子
燒	火土土土兀
斷	刀四幺斤
吾	二乂口
虧	虎隹一丂
湯	水日一勿
民	巳七
極	木二人口又
命	亼口卩
睇	目弋弓
忘	亡心
茶	艸亼小
冰	冫水
供	人廿廾
案	宀女木
田	田
初	衤刀
品	三口
抽	扌由
造	辵牛口
抱	扌勹巳
野	田土予
綠	糸彑
項	工頁
獎	爿月寸犬
胖	月半
緊	臣又糸
故	十口攴
服	舟卩又
盡	尹一火皿
百	一白
兵	斤廾
英	艸冂大
蘇	艸魚禾
般	舟殳
演	水矢圍
嘴	口止匕𠂊用
簽	竹亼口口从
填	土十目廾
果	田木
保	人口木
唐	南尹口
雞	爪幺大隹
夏	頁夂
莫	屮日
硬	石内攴
寒	宀屮人冫
挖	扌穴乙
凡	凡
髮	長彡犬丿
言	言
題	日圍止頁
防	阜方
街	行土土
距	足工龴
挑	扌𠂊⺍
純	糸一屮
鬧	丮丮亠巾
欲	八公欠
竟	言甘𠂊
源	水厂白小
官	宀㠯
戲	虎豆戈
寄	宀大丂口
古	十口
首	八頁
思	田心
橋	木丿大京口
燈	火癶豆
郭	京京邑
亮	京几
干	干
屬	尸毛目勹虫
窮	穴身弓
粉	米八刀
爆	火日止凵廾米
韓	中日丁㐄口㐄
刪	冊刀
戴	才戈鬼廾
然	月犬火
衝	行千東土
疼	疒夂冫
雷	雨田
蓋	艸大凵皿
港	水廿廾巳
租	禾且
狼	犬丶艮
蘭	艸門木四
狂	犬王
布	攴巾
引	弓丨
壓	厂甘月犬土
亞	亞
捏	扌日土
齊	齊
隻	隹又
賽	宀屮人貝
員	口貝
佛	人弓二
食	食
船	舟公
今	亼㇕
恨	心艮
宋	宀木
銀	金艮
猛	犬子皿
客	宀夂口
黨	八宀口囪火火
雖	口虫隹
碼	石馬
友	𠂇又
領	亼卩頁
句	丩口
斯	其斤
沙	水小丿
戰	口口甲一戈
哼	口京亠
望	亡月千土
腿	月辵食
沖	水中
丁	丁
園	圍土口衤
祝	示口𠂊
鄉	邑食邑
牀	爿木
鄭	八酉大邑
界	田人八
抗	扌尢
步	止㐄
河	水丂口
缺	午凵龴又
賊	貝戈十
尚	八宀口
似	人㠯人
羊	羊
福	示畐
必	弋八
遭	辵東東甘
煙	火西土
否	不口
端	立屮而
設	言殳
猜	犬生井
伊	人尹
秦	午廾禾
秋	禾火
毒	丰母
架	力口木
熊	厶月釆火
持	扌之寸
廣	广廿尢
插	扌干臼
歸	㠯止彐冂巾
折	扌斤
滾	水衣公
靈	雨口口口工从
意	言甘心
呆	口木
基	其土
困	圍木
圈	圍米廾卩
迷	辵米
趕	走日干
踢	足日勿
勝	舟丨廾力
史	中又
甲	甲
呵	口丂口
搬	扌舟殳
獲	犬䒑隹又
紙	糸氏
乃	㇕丿
覺	廾乂乂冂見
右	𠂇口
塔	土艸亼口
準	水隹十
拖	扌𠂊也
摸	扌屮日
院	阜宀一兀
慘	心三厶人彡
訂	言丁
散	木月攴
松	木公
爸	攴巴
喜	南豆口
洋	水羊
語	言二乂口
呈	口千土
治	水厶口
降	阜夂㐄
峯	山夂丰
漢	水廿尢火
富	宀畐
姓	女生
料	米斗
嘎	口頁戈
結	糸士口
閃	門人
咬	口大乂
梅	木𠂊母
批	扌匕匕
戶	戶
足	足
寧	宀心皿丁
爬	爪巴
醒	酉日生
狠	犬艮
逛	辵犬王
精	米生井
瘦	疒申又
瘋	疒凡虫
踩	足爪木
槍	木亼戶口
誒	言厶矢
軟	車欠
偷	人亼舟刀
支	竹又
杜	木土
麗	一凡一凡鹿
鞋	革土土
展	尸工衤
咧	口歹刀
興	廾凡口廾
依	人衣
倍	人丶不口
康	南尹⺍
堂	八宀口土
救	十⺍丶攴
觀	艸口口隹見
鍵	金廴尹二
製	牛木刀衣
餘	食亼木
冇	𠂇冂
筆	竹尹二
音	言甘
世	廿乚
著	艸耂
仲	人中
舞	亦廿夂㐄
吖	口八丨
守	宀寸
露	雨足夂口
冒	冃目
昇	日彐十
唄	口貝
榮	火火冂木
弱	弓冫弓冫
影	日京彡
州	⺍巛
替	夫夫日
逼	辵畐
陸	阜屮宀土
曲	曲
願	厂白小頁
牙	牙
箱	竹木目
嚇	口大火大火
測	水貝刀
莊	艸爿士
寬	宀䒑目釆
遍	辵戶冊
細	糸田
狀	爿犬
巴	巴
閒	門月
武	戈止
湖	水十口月
聯	耳幺幺䒑
程	禾口千土
柳	木卯
偏	人戶冊
實	宀母貝
印	爪卩
味	口二木
鎖	金小貝
衆	丿皿从
零	雨亼卩
環	王目一口衤
角	𠂊用
紫	止匕糸
勒	革力
島	鳥山
耶	耳邑
熟	京京丮火
孔	子乚
寸	寸
標	木西示
歐	匚三口欠
厚	厂日子
答	竹亼口
社	示土
懶	心木中刀貝
顧	戶隹頁
順	巛頁
滅	水戌火
運	辵九車
輪	車亼冊
兼	禾禾彐
溫	水圍人皿
娘	女丶艮
登	癶豆
悶	門心
微	行長𠂊攴
佳	人土土
瞭	目一火日小
雅	牙隹
魔	广屮屮鬼
司	𠂆
拋	扌尢力
志	之心
奇	大丂口
編	糸戶冊
瓦	瓦
居	尸十口
憑	冫馬心
盛	戌丨皿
奶	女㇕丿
虎	虎
后	𠂆口
洞	水凡口
台	厶口
形	井彡
佢	人工龴
負	𠂊貝
川	巛
檔	木八宀口田
圓	圍口貝
牆	爿木从圍口
囧	四冂
充	了𠂊
害	宀丰口
喂	口鬼攴
免	象𠂊
景	日京
擬	扌旡大牛止
穩	禾爪工彐心
曹	東東甘
曉	日土土土兀
煮	耂火
良	丶艮
蛋	足虫
吐	口土
肥	月卩
仙	人山
宮	宀口丿口
碰	石立立
酸	酉厶𠂊夂
侯	𠂊厂矢
塞	宀工廾土
嘍	口婁
脫	月公𠂊
勁	一巛工力
欠	欠
創	亼戶口刀
擦	扌宀月又示
爾	丁八网
藏	艸戈爿臣
皆	匕匕白
屁	尸匕匕
永	巛人
夫	夫
掙	扌爪尹
琴	王王亼㇕
錄	金彑
餵	食鬼攴
稅	禾公𠂊
宏	宀𠂇厶
例	人歹刀
專	東厶寸
砍	石欠
視	示見
繼	糸刀四幺
兄	口𠂊
產	文厂生
善	羊言
增	土八囪甘
施	烏也
淚	水戶犬
暗	日言甘
忍	刀丶心
肯	止月
母	母
聖	耳口千土
橫	木廿尢
遊	辵烏子
艾	艸乂
致	至夂
宗	宀示
偉	人㐄口㐄
麻	广屮屮
怒	女又心
扔	扌㇕丿
爭	爪尹
游	水烏子
鄧	癶豆邑
腰	月西女
嫩	女木中攴
肖	小月
淨	水爪尹
罪	网非
仔	人子
彈	弓口口甲一
丑	彐丨
減	水戌口
敏	𠂊母攴
義	羊彐戈
棒	木丰廾扌
臭	自犬
響	邑食邑言甘
聞	門耳
拆	扌广屰
蔡	艸月又示
計	言十
絲	糸糸
校	木大乂
氏	氏
糖	米南尹口
吉	士口
押	扌甲
馮	冫馬
吵	口小丿
谷	八公
麥	木从夂
衣	衣
宇	宀丁一
雜	衣木隹
末	一木
潘	水釆田
告	牛口
旁	凡方
耐	而寸
董	艸千東土
榜	木凡方
醉	酉衣十
鍾	金千東土
妹	女二木
鋼	金网山
蔣	艸爿月寸
幣	巾⺍攴巾
宜	宀且
尼	尸匕
灰	𠂇火
評	言干八
維	糸隹
絕	糸刀卩
屋	尸至
幾	幺幺戈人
楚	木木足
屆	尸土凵
館	食宀㠯
丹	凡丶
乘	禾𠂊匕
認	言刀丶心
刻	兀彑刀
俊	人厶𠂊夂
芳	艸方
抄	扌小丿
夾	亦人
酷	酉牛口
京	京
嚴	口口厂彑攴
返	辵厂又
礦	石广廿尢
廳	广耳千土十目一心
魯	魚日
瑞	王屮而
仁	人二
飄	西示凡虫
註	言丶王
添	水一大心
催	人山隹
具	目廾
威	戌女
劇	虎豕刀
核	木兀彑
農	曲辰
瓶	从二瓦
銅	金凡口
犯	犬卩
族	烏矢
季	禾子
尋	彐工口寸
顯	日幺幺火頁
骨	冎月
嘿	口囪火火
鏈	金辵車
擺	扌网厶月釆
擠	扌齊
黎	禾丿刀入水
騎	馬大丂口
密	宀弋八山
士	士
術	行屮丶
炸	火𠂊卜
祇	示氏
洪	水廿廾
訊	言乙十
腦	月巛囟
禮	示曲豆
容	穴公
輝	火𠂊九車
射	身寸
智	矢口日
索	十冂糸
聚	耳又从
拼	扌从二
燕	廿𠂊匕口火
撞	扌辛東土
膜	月屮日
普	立立日
竹	竹竹
魏	禾女鬼
澤	水目土半
乜	㇕乚
側	人貝刀
諾	言艸𠂇口
呂	口丿口
范	艸水卩
搭	扌艸亼口
鳳	凡鳥
袁	土口衤
扯	扌止
鑽	金之𠂊之𠂊貝
彭	南豆彡
陰	阜亼㇕二厶
唸	口亼㇕心
薄	艸水甫寸
涼	水京
曰	甘
胃	田月
鹽	臣𠂊卜圍米皿
賴	木中刀貝
獨	犬目勹虫
窩	穴冎口
堆	土隹
赴	走卜
載	才戈車
躲	身几木
孟	子皿
抵	扌氏一
甜	舌甘
舉	廾牙廾扌
彩	爪木彡
甚	甘匚八
厄	厂卩
粗	米且
傑	人夂㐄木
噸	口一屮頁
慶	鹿㇕心夂
緣	糸彑豕
駐	馬丶王
申	申
衛	行㐄口㐄
訓	言巛
念	亼㇕心
蕭	艸尹亞一
惹	艸𠂇口心
帳	巾長
勸	艸口口隹力
讚	言之𠂊之𠂊貝
盒	亼口皿
逃	辵𠂊⺍
嘉	南豆力口
納	糸内
升	彐十
倉	亼戶口
姚	女𠂊⺍
休	人木
症	疒圍止
斤	斤
功	工力
喇	口木中刀
釦	金口
浪	水丶艮
扣	扌口
泰	大廾水
忠	中心
梁	水刀八木
吸	口𠂊又
貝	貝
跨	足大一丂
盧	虎田皿
森	三木
瞎	目宀丰口
卷	米廾卩
于	丁一
井	井
針	金十
蛇	虫宀匕
寺	之寸
購	貝魚魚
導	辵八頁寸
飲	食欠
噴	口屮貝
虛	虎丘
屏	尸从二
優	人頁心夂
灌	水艸口口隹
埋	土田土
略	田夂口
掃	扌彐冂巾
吶	口内
目	目
蒙	艸冃豕
託	言丿七
托	扌丿七
巧	工丂
淡	水火火
賤	貝戈戈
拜	手一丰
冬	夂冫
娜	女冄邑
懷	心衣目水
池	水也
敲	京口攴
凱	屮豆几
鐘	金辛東土
愁	禾火心
鋪	金甫
薩	艸阜立厂生
揚	扌日一勿
勇	龴用力
財	貝才
鍊	金木四
終	糸夂冫
質	斤斤貝
泥	水尸匕
昏	氏日
遇	辵田厶九
喬	丿大京口
欄	木門木四
鍋	金冎口
巨	工龴
儀	人羊彐戈
遲	辵尸毛牛
怎	𠂊卜心
磨	广屮屮石
呼	口爪丁
賭	貝耂
液	水亦夕
泉	白水
嫁	女宀豕
捲	扌米廾卩
汪	水王
稍	禾小月
薛	艸㠯辛
賈	西貝
豆	豆
頓	一屮頁
旺	日王
儂	人曲辰
攻	工攴
祥	示羊
委	禾女
佐	人𠂇工
臨	臣𠂊三口
隔	阜鬲
繞	糸土土土兀
輛	車一内内
崔	山隹
溝	水魚魚
碗	石宀夕卩
賠	貝丶不口
吻	口勿
健	人廴尹二
速	辵木中
失	手丶
雄	𠂇厶隹
胸	月勹乂凵
框	木匚王
鬥	丮丮
暴	日止凵廾米
湊	水禾廾
陣	阜車
識	言言甘戈
娃	女土土
唯	口隹
漏	水尸雨
拔	扌犬丿
洛	水夂口
探	扌网木
碟	石廿乚木
郎	丶艮邑
珠	王木十
劑	齊刀
尿	尸水
透	辵禾㇕丿
惠	東厶心
譚	言西日十
營	火火冂口口
府	广人寸
菲	艸非
叼	口㇕一
父	攴
耳	耳
殘	歹戈戈
窗	穴囪
搜	扌申又
希	乂乂巾
患	中中心
尾	尸毛
播	扌釆田
岩	山石
逗	辵豆
廢	广癶弓殳
賢	臣又貝
限	阜艮
帝	不冂
昌	日甘
模	木屮日
磚	石東厶寸
扁	戶冊
舒	亼十口予
嫌	女禾禾彐
陶	阜勹午凵
苗	艸田
剪	止舟刀刀
羽	羽羽
哩	口田土
稿	禾京口
棟	木東
邦	丰邑
撿	扌亼口口从
玲	王亼卩
驚	䒑勹口攴馬
坑	土尢
備	人矢用
撥	扌癶弓殳
袋	人弋衣
趁	走人彡
妖	女丿大
甩	用乚
錦	金白巾
溼	水一幺幺土
琳	王木木
乙	乙
伴	人半
淺	水戈戈
尊	八酉寸
顏	文厂彡頁
匯	匚水隹
熬	屮人攴火
吊	口巾
霜	雨木目
沿	水公
伯	人白
盜	水欠皿
浩	水牛口
剩	禾𠂊匕刀
域	土戈口一
祖	示且
肺	月一巾
附	阜人寸
制	牛木刀
玄	亠幺
置	网十目
豪	京豕
恆	心二月
助	且力
濤	水耂工口寸
幽	幺幺山
欣	斤欠
豐	丰丰山豆
辣	辛木中
煤	火甘木
戀	言糸糸心
圍	圍㐄口㐄
瓜	瓜
諸	言耂
俾	人甲𠂇
慧	丰丰彐心
墨	囪火火土
鮮	魚羊
鏡	金言甘𠂊
娶	耳又女
蝦	虫厂二彐又
犬	犬
鵬	丰丰鳥
誠	言戌丨
賀	力口貝
險	阜亼口口从
飾	食𠂊巾
撐	扌八宀口牙
炎	火火
震	雨辰
鋒	金夂丰
遂	辵八豕
斌	文戈止
軒	車干
控	扌穴工
殼	南几殳
擋	扌八宀口田
覆	西行𠂊日夂
趟	走八宀口
禁	木木示
烤	火耂丂
盃	不皿
童	辛東土
蟲	三虫
徵	行長千土攴
靚	生井見
杯	木不
暨	食旡日一
晴	日生井
魂	二厶鬼
益	水皿
庭	广廴千土
肝	月干
濃	水曲辰
坊	土方
晨	日辰
紀	糸巳
振	扌辰
塵	鹿土
割	宀丰口刀
敗	貝攴
消	水小月
兆	𠂊⺍
楓	木凡虫
隆	阜夂一生
撤	扌了月攴
粥	弓米弓
馨	南厂殳禾甘
誤	言口乚大
滑	水冎月
噠	口辵土羊
曼	冃目又
暖	日爪二丿又
滬	水戶邑
己	巳
止	止
柱	木丶王
塗	水亼木土
妻	一尹女
灣	水言糸糸弓
盾	𠂆丨目
奔	走止
潤	水門王
政	圍止攴
爹	攴夕夕
尹	尹
廖	广羽人彡
刺	木冂刀
冠	冃兀寸
躺	身八宀口
舍	亼十口
鑫	三金
蓮	艸辵車
售	隹口
獸	口口田一口犬
婚	女氏日
攝	扌三耳
醫	匚矢殳酉
閣	門夂口
妞	女彐丨
邱	丘邑
兔	象釆
敬	䒑勹口攴
潮	水屮日月
昂	日匕卩
飽	食勹巳
咳	口兀彑
邪	牙邑
促	人足
鼠	臼釆
葛	艸日勹亡
串	中中
桑	三又木
續	糸凵网貝
苑	艸夕卩
迎	辵匕卩
弓	弓
碎	石衣十
余	亼木
承	卩手廾
迪	辵由
膠	月羽人彡
烏	烏
牠	牛也
臣	臣
勤	廿尢土力
摔	扌亠幺⺍十
撈	扌火火冂扌力
蒸	艸卩廾凵火
凌	冫屮宀夂
辛	辛
旗	烏其
妙	女小丿
始	女厶口
符	竹人寸
倫	人亼冊
鋁	金口口
亭	京丁
吼	口子乚
云	二厶
研	石干干
咪	口米
俗	人八公
爺	攴耳邑
啓	戶攴口
霧	雨予丿夂力
珍	王人彡
卓	卜日十
韋	㐄口㐄
歡	艸口口隹欠
嗨	口水𠂊母
積	禾丰貝
擡	扌之口冂至
捧	扌丰廾扌
鳴	口鳥
舔	舌一大心
贊	之𠂊之𠂊貝
喃	口南
簡	竹門日
豔	丰丰山豆大凵皿
愈	亼舟巛心
溪	水爪幺大
罰	网言刀
歪	不圍止
晃	日火𠂊
斜	亼木斗
預	予頁
鄒	𠂇艸邑
崗	山网山
尤	𠂇
洲	水⺍巛
乎	爪丁
湘	水木目
罷	网厶月釆
軸	車由
妳	女𠂊小
翔	羊羽
異	鬼廾
隱	阜爪工彐心
枝	木竹又
逸	辵象釆
哄	口廿廾
餐	歹又食
顆	田木頁
鴨	甲鳥
染	水九木
餅	食从二
粘	米卜口
藝	艸屮宀土丮二厶
炮	火勹巳
桌	卜日木
芬	艸八刀
鴻	水工鳥
攜	扌山隹内口
腎	臣又月
撲	扌业廾
萍	艸水干八
晶	三日
勾	丩厶
戒	戈廾
桂	木土土
朗	丶艮月
堵	土耂
矣	厶矢
捐	扌口月
彎	言糸糸弓
薑	艸三田田
荷	艸人丂口
畝	亠田𠂊丶
棉	木白巾
私	禾厶
擊	車凵殳手
姜	羊女
貸	人弋貝
嗲	口攴夕夕
傾	人匕頁
鼓	南豆竹又
霞	雨厂二彐又
瞧	目隹火
皇	白王
企	人止
互	二丩
沉	水冂几
箭	竹止舟刀
柏	木白
騰	舟丨廾馬
焦	隹火
憋	巾⺍攴心
潔	水丰刀糸
盟	日月皿
延	廴丿止
柔	予丿木
資	二欠貝
粒	米立
嶺	山亼卩頁
盆	八刀皿
檢	木亼口口从
護	言䒑隹又
眉	尸目
傘	入四入十
碧	王白石
籍	竹耒巛日
燙	水日一勿火
瑪	王馬
刮	舌刀
勿	勿
坤	土申
汁	水十
冊	冊
銘	金夕口
浴	水八公
翼	羽鬼廾
哲	扌斤口
涵	水矢凵
鈣	金刀亡
菌	艸圍禾
敵	不冂口攴
桶	木龴用
抹	扌一木
判	半刀
寵	宀龍
紋	糸文
弟	弋弓
傅	人甫寸
衰	衣冄
譯	言目土半
柯	木丂口
叔	卜一小又
肩	戶月
殿	尸几几殳
番	釆田
驢	馬虎田皿
怡	心厶口
旭	九日
訪	言方
勢	屮宀土丮力
蒐	艸鬼
航	舟尢
妮	女尸匕
萊	艸木从
坡	土皮
兇	乂凵𠂊
旅	烏从
鷹	广人隹鳥
赤	大火
技	扌竹又
韻	言甘口貝
摘	扌不冂口
翠	羽衣十
邁	辵廾田厶九
孝	耂子
移	禾夕夕
搖	扌月午凵
畢	田其
予	予
岳	丘山
屎	尸米
融	鬲虫
棋	木其
勞	火火冂力
採	扌爪木
鈕	金彐丨
扶	扌夫
介	人八
渡	水广廿又
芯	艸心
奪	大隹寸
采	爪木
